id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,is_superhost
35797,153786,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,3673.0,1,0,0.0,1,363,0,0
44616,196253,Cuauhtémoc,19.41162,-99.17794,Entire home/apt,18000.0,1,65,0.38,9,360,1,0
56074,265650,Cuauhtémoc,19.43977,-99.15605,Entire home/apt,591.0,15,84,0.48,1,333,1,0
165772,790208,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,3673.0,2,386,2.24,5,201,28,1
171109,816295,Benito Juárez,19.39675,-99.17581,Private room,321.0,4,123,0.88,2,301,15,0
180808,36836,Cuauhtémoc,19.4239,-99.1689,Entire home/apt,1190.0,3,62,0.38,1,315,10,0
204887,998053,Cuauhtémoc,19.4059,-99.17548,Entire home/apt,768.0,3,32,0.2,1,294,3,0
245507,1288063,Cuauhtémoc,19.4236,-99.16979,Entire home/apt,905.0,1,412,2.43,4,306,36,1
246057,1288063,Cuauhtémoc,19.42335,-99.16963,Entire home/apt,1056.0,1,313,1.85,4,335,24,1
247543,1297488,Cuauhtémoc,19.43516,-99.13806,Entire home/apt,758.0,3,162,0.97,2,304,28,0
256555,790208,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3494.0,2,323,1.92,5,201,2,1
261897,1373924,Cuauhtémoc,19.41877,-99.17199,Entire home/apt,1018.0,5,354,2.12,1,295,0,1
287940,1497087,Cuauhtémoc,19.41236,-99.17533,Entire home/apt,559.0,1,447,3.05,13,328,21,1
326296,1664327,Coyoacán,19.34034,-99.18345,Private room,299.0,2,234,1.53,2,314,9,1
326475,1670032,Cuauhtémoc,19.41444,-99.15734,Private room,750.0,1,163,1.28,2,72,3,1
331030,1688597,Coyoacán,19.34549,-99.15872,Private room,1310.0,2,0,0.0,2,363,0,0
362583,1832239,Cuauhtémoc,19.43165,-99.17132,Entire home/apt,1469.0,3,50,0.32,1,262,5,0
375032,1886913,Cuauhtémoc,19.4075,-99.17561,Private room,10500.0,1,53,0.33,10,352,0,0
386265,1933252,Coyoacán,19.3424,-99.15419,Private room,291.0,4,22,0.16,1,346,1,0
419110,2084312,Cuauhtémoc,19.41017,-99.17886,Private room,606.0,3,49,0.48,1,88,0,0
454693,1601561,Cuauhtémoc,19.40835638269101,-99.17329884322169,Entire home/apt,1678.0,1,290,1.81,1,15,17,0
458808,2281290,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,853.0,1,171,1.42,22,364,46,1
486913,2409917,Cuauhtémoc,19.43898,-99.16142,Entire home/apt,1275.0,1,35,0.22,3,270,0,0
501037,1364145,Cuauhtémoc,19.41578,-99.17425,Entire home/apt,1315.0,5,161,1.01,2,189,34,1
527473,158585,Cuauhtémoc,19.41887,-99.17333,Entire home/apt,2479.0,1,394,2.47,1,261,51,1
544105,2674950,Miguel Hidalgo,19.44289207458496,-99.20138549804688,Private room,838.0,2,74,0.74,1,104,9,0
567176,2336127,Cuauhtémoc,19.45595,-99.15944,Private room,212.0,7,28,0.23,1,302,0,0
583039,2872228,Cuauhtémoc,19.43361,-99.14515,Entire home/apt,1295.0,1,144,0.92,15,302,34,0
607833,1849414,Gustavo A. Madero,19.48321,-99.11241,Private room,368.0,3,6,0.04,1,87,0,0
609594,2223274,Xochimilco,19.26541,-99.11365,Entire home/apt,510.0,21,16,0.13,1,347,2,0
613181,3040937,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,913.0,3,237,1.48,1,336,10,1
642797,3151538,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,7605.0,4,103,0.66,1,349,2,0
654106,3289927,Miguel Hidalgo,19.44333,-99.18497,Private room,645.0,5,1,0.01,1,365,0,0
691019,3531879,Cuauhtémoc,19.43422,-99.145658,Entire home/apt,1208.0,21,275,1.74,3,310,8,1
696031,3531879,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1280.0,20,154,0.99,3,271,5,0
696037,3531879,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1445.0,60,42,0.27,3,212,3,0
704779,2872228,Cuauhtémoc,19.43103,-99.14661,Entire home/apt,980.0,2,47,0.32,15,304,26,0
728372,3777702,Cuauhtémoc,19.44222,-99.14461,Entire home/apt,2995.0,1,169,1.08,6,276,19,1
741557,3850198,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1157.0,2,7,0.05,11,211,0,0
760912,3817743,Cuauhtémoc,19.40891,-99.16083,Private room,625.0,1,5,0.03,1,364,0,0
783480,4129056,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,775.0,2,39,0.28,2,365,4,0
817291,4017148,Benito Juárez,19.38468,-99.17708,Entire home/apt,1171.0,2,86,0.55,1,52,3,0
828714,4344353,Coyoacán,19.34183,-99.15533,Entire home/apt,707.0,2,28,0.26,1,300,0,0
832805,3777702,Cuauhtémoc,19.44262,-99.14566,Private room,681.0,1,159,1.02,6,315,7,1
868843,3850198,Cuauhtémoc,19.43068,-99.17007,Hotel room,1102.0,2,57,0.42,11,334,1,0
868986,3850198,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,1155.0,2,29,0.19,11,324,4,0
869063,3850198,Cuauhtémoc,19.43052,-99.17003,Hotel room,1157.0,2,44,0.37,11,342,6,0
883511,3777702,Cuauhtémoc,19.44207,-99.14797,Entire home/apt,2948.0,1,282,1.83,6,270,6,1
913084,4647293,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,743.0,2,181,1.2,1,306,16,1
939721,4821807,Cuauhtémoc,19.42288,-99.15488,Entire home/apt,1285.0,3,550,3.62,3,286,16,1
1001517,5507751,Coyoacán,19.3461,-99.15911,Entire home/apt,2373.0,3,88,0.59,3,217,7,0
1011428,5307709,Álvaro Obregón,19.34247,-99.19488,Entire home/apt,5853.0,7,25,0.17,1,0,1,0
1013504,1664327,Coyoacán,19.34034,-99.18345,Private room,268.0,2,80,0.55,2,64,9,0
1051636,22366411,Cuauhtémoc,19.40592,-99.1691,Private room,900.0,2,30,0.2,1,364,0,0
1066945,5870021,Coyoacán,19.35445,-99.16251,Private room,1080.0,2,153,1.06,5,293,2,1
1087636,5975456,Coyoacán,19.30523,-99.18356,Private room,600.0,1,54,0.41,1,362,5,0
1164876,212109,Coyoacán,19.35164,-99.15289,Entire home/apt,4049.0,10,6,0.04,3,173,0,0
1167552,6393641,Cuauhtémoc,19.41317,-99.15735,Private room,640.0,2,174,1.16,1,241,24,1
1170780,6409883,Benito Juárez,19.39129,-99.1888,Private room,336.0,3,17,0.12,2,239,0,0
1286695,6998716,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,1282.0,8,35,0.32,1,304,3,0
1288566,540705,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3185.0,1,228,1.96,2,290,56,1
1309198,7116734,Coyoacán,19.34356,-99.1286,Private room,450.0,2,2,0.02,4,263,0,0
1363110,6409883,Benito Juárez,19.39165,-99.18885,Private room,391.0,3,26,0.18,2,240,0,0
1403168,7569372,Miguel Hidalgo,19.40288,-99.17884,Private room,674.0,1,2,0.03,1,363,0,0
1403218,3777702,Cuauhtémoc,19.44324,-99.14649,Entire home/apt,2995.0,1,165,1.14,6,294,4,1
1404363,5341352,Benito Juárez,19.38015,-99.17402,Entire home/apt,760.0,4,151,1.02,1,100,18,1
1411454,7609684,Cuauhtémoc,19.41701,-99.1658,Entire home/apt,1521.0,3,372,2.53,4,237,25,1
1441365,7738527,Cuauhtémoc,19.42029,-99.17323,Entire home/apt,1249.0,4,111,0.78,2,211,4,0
1441434,7740056,Cuauhtémoc,19.42796897888184,-99.16129302978516,Entire home/apt,2330.0,2,238,1.61,4,82,12,1
1462549,7838265,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,811.0,3,135,0.92,9,235,24,0
1476127,7900007,Benito Juárez,19.38021,-99.16878,Private room,883.0,1,337,2.29,2,269,64,1
1555819,8282570,Cuauhtémoc,19.41535,-99.16702,Entire home/apt,1564.0,3,382,2.6,3,224,30,1
1565220,2518152,Álvaro Obregón,19.34735,-99.19016,Hotel room,1800.0,1,28,0.19,7,323,0,0
1627630,8282570,Cuauhtémoc,19.41501,-99.16565,Entire home/apt,1440.0,3,361,2.47,3,241,16,1
1635595,8686853,Cuauhtémoc,19.43149,-99.165543,Entire home/apt,1062.0,1,72,1.57,4,295,2,1
1676923,18979393,Cuauhtémoc,19.41919,-99.15894,Entire home/apt,1802.0,1,432,3.02,2,243,60,1
1727725,2518152,Álvaro Obregón,19.34923,-99.19307,Private room,2600.0,1,38,0.26,7,355,2,0
1736063,2518152,Álvaro Obregón,19.34723,-99.19396,Hotel room,2228.0,1,66,0.47,7,0,8,0
1826212,9556116,Benito Juárez,19.38089,-99.17245,Entire home/apt,1115.0,7,103,0.72,1,301,8,0
1850394,456052310,Cuauhtémoc,19.43122,-99.15562,Entire home/apt,1910.0,2,329,2.3,19,273,12,1
1869809,8793173,Benito Juárez,19.36823,-99.18607,Entire home/apt,969.0,15,3,0.06,2,238,0,0
1877286,5755202,Cuauhtémoc,19.42804,-99.16463,Entire home/apt,1459.0,2,137,0.97,39,85,17,0
1919273,9949877,Cuauhtémoc,19.42048,-99.16697,Private room,563.0,20,90,0.65,2,31,2,0
1919310,9949877,Cuauhtémoc,19.42242,-99.16823,Private room,441.0,15,146,1.02,2,46,1,0
1919438,3494399,Cuauhtémoc,19.42048,-99.15678,Entire home/apt,1012.0,3,321,2.23,1,230,30,1
1925256,2518152,Álvaro Obregón,19.34943,-99.19427,Private room,1701.0,1,53,0.38,7,352,4,0
1945351,340030,Tlalpan,19.28356,-99.21837,Private room,462.0,3,4,0.04,3,287,1,0
1999474,10300365,Cuauhtémoc,19.42064,-99.16134,Entire home/apt,1778.0,4,62,0.43,1,264,5,0
2033931,7838265,Miguel Hidalgo,19.42887,-99.17651,Entire home/apt,642.0,3,65,0.56,9,197,15,0
2072354,16840050,Coyoacán,19.35358,-99.16948,Entire home/apt,748.0,3,63,0.44,2,322,2,0
2075738,2339771,Cuauhtémoc,19.41909,-99.16043,Entire home/apt,2471.0,3,116,0.82,1,320,14,0
2083241,8282570,Cuauhtémoc,19.4153,-99.16763,Entire home/apt,1505.0,3,331,2.47,3,259,19,1
2084093,10644799,Venustiano Carranza,19.43949,-99.08769,Entire home/apt,474.0,1,632,4.69,6,346,9,1
2094427,3675629,Miguel Hidalgo,19.43573,-99.18955,Entire home/apt,1398.0,3,89,0.66,4,306,2,0
2112138,16840050,Coyoacán,19.35284,-99.1695,Entire home/apt,792.0,3,37,0.26,2,326,0,0
2117709,4079778,Coyoacán,19.34219,-99.15952,Entire home/apt,626.0,3,9,0.06,2,365,0,0
2118573,10802698,Benito Juárez,19.38777,-99.17532,Entire home/apt,1901.0,2,261,1.84,4,68,26,1
2127400,350668,Cuauhtémoc,19.4191,-99.15904,Private room,2107.0,2,172,1.21,1,3,11,0
2178349,906106,Cuauhtémoc,19.429147720336918,-99.15665435791016,Entire home/apt,925.0,2,40,0.28,2,220,8,0
2228415,2518152,Álvaro Obregón,19.34948,-99.19381,Entire home/apt,4250.0,3,6,0.05,7,180,1,0
2238309,7165956,Cuauhtémoc,19.41689,-99.17792,Entire home/apt,1943.0,3,272,2.0,2,273,3,1
2267075,11576147,Cuauhtémoc,19.43356817253434,-99.15863118836056,Private room,494.0,1,20,1.05,2,314,16,1
2289797,10211713,Cuauhtémoc,19.42054,-99.17074,Entire home/apt,945.0,20,302,2.13,1,175,5,1
2297850,11736749,Miguel Hidalgo,19.42887,-99.17651,Private room,693.0,3,229,1.62,4,105,4,1
2302615,11759686,Cuauhtémoc,19.42911,-99.16582,Entire home/apt,2296.0,3,2,0.02,1,355,1,0
2307983,3887359,Cuauhtémoc,19.42589,-99.16634,Entire home/apt,1663.0,2,339,2.41,1,178,26,1
2335400,11928644,Coyoacán,19.308,-99.16682,Private room,428.0,2,24,0.17,2,259,0,0
2373420,11928644,Coyoacán,19.30729,-99.16962,Private room,428.0,2,30,0.24,2,265,3,0
2401724,7729316,Cuauhtémoc,19.4171,-99.1725,Entire home/apt,1231.0,1,281,2.85,5,104,39,1
2406485,9931809,Miguel Hidalgo,19.40103,-99.17618,Private room,450.0,2,44,0.31,1,270,0,0
2419999,2872228,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,804.0,2,48,0.34,15,219,25,0
2444573,12497740,Benito Juárez,19.36229,-99.17355,Entire home/apt,1102.0,7,24,0.24,1,139,1,0
2447795,8324471,Miguel Hidalgo,19.41245,-99.18961,Entire home/apt,1102.0,4,37,0.26,2,88,0,0
2484037,9852611,Cuauhtémoc,19.41059,-99.17501,Entire home/apt,900.0,2,164,1.17,2,339,7,1
2519535,5870021,Coyoacán,19.35418,-99.16338,Private room,1209.0,2,67,0.48,5,289,0,0
2521698,12910391,Cuauhtémoc,19.41356,-99.17586,Private room,1323.0,2,174,1.36,3,220,24,1
2537481,12992813,Cuauhtémoc,19.42018,-99.15945,Entire home/apt,2345.0,2,399,3.0,3,306,43,1
2537521,4796027,Cuauhtémoc,19.4218,-99.16474,Entire home/apt,3538.0,3,196,1.46,1,256,10,1
2546210,13036898,Benito Juárez,19.39561,-99.15013,Private room,250.0,28,3,0.02,1,362,0,0
2547576,12774111,Coyoacán,19.34706,-99.16568,Entire home/apt,1017.0,3,77,0.55,1,313,8,0
2558376,50929609,Cuauhtémoc,19.41875599395923,-99.16854557754895,Entire home/apt,1357.0,2,52,3.46,16,57,42,0
2601887,13323021,Cuauhtémoc,19.41482,-99.16093,Entire home/apt,1225.0,1,41,0.29,1,123,18,0
2702917,13833034,Miguel Hidalgo,19.41633,-99.18026,Entire home/apt,563.0,5,21,0.15,1,156,6,0
2715327,13894824,Cuauhtémoc,19.4312,-99.14433,Entire home/apt,707.0,3,43,0.31,5,316,3,0
2716028,2333285,Cuauhtémoc,19.42423,-99.16917,Private room,5509.0,1,0,0.0,1,365,0,0
2784853,5755202,Venustiano Carranza,19.41833,-99.11802,Entire home/apt,808.0,3,133,1.03,39,75,6,1
2794006,14291448,Benito Juárez,19.37892,-99.1889,Entire home/apt,759.0,3,59,0.63,1,190,11,0
2848002,5870021,Coyoacán,19.35445,-99.16251,Private room,1092.0,2,24,0.18,5,310,0,0
2863665,14636903,Miguel Hidalgo,19.43238,-99.17465,Private room,953.0,7,215,1.88,1,364,0,1
2894095,14791549,Cuajimalpa de Morelos,19.36045,-99.27996,Entire home/apt,1806.0,6,112,0.83,3,223,1,0
2905087,4093881,Cuauhtémoc,19.431456313259037,-99.17251368036464,Private room,414.0,4,31,0.25,1,88,0,0
2908957,2281290,Cuauhtémoc,19.42536,-99.16043,Entire home/apt,1273.0,1,39,0.28,22,267,0,0
2918765,14905408,Miguel Hidalgo,19.42297,-99.20626,Private room,834.0,10,15,0.2,2,365,0,0
2942919,14993631,Coyoacán,19.34682,-99.16616,Entire home/apt,728.0,3,128,1.38,1,269,12,1
2956545,4148933,Benito Juárez,19.38742,-99.16909,Private room,1125.0,1,0,0.0,1,269,0,0
2984619,15219834,Miguel Hidalgo,19.43661,-99.20527,Entire home/apt,1256.0,2,145,1.05,25,345,18,1
2984948,15219834,Miguel Hidalgo,19.42962,-99.20321,Entire home/apt,1553.0,2,49,0.37,25,9,0,0
2986194,15219834,Miguel Hidalgo,19.42512,-99.22595,Entire home/apt,1553.0,2,48,0.35,25,365,11,0
2987766,15219834,Miguel Hidalgo,19.42485,-99.22614,Entire home/apt,1152.0,2,36,0.27,25,237,0,0
3013008,15200931,Miguel Hidalgo,19.44336,-99.20072,Entire home/apt,1150.0,2,217,1.57,1,282,28,1
3049887,15219834,Miguel Hidalgo,19.42503,-99.22601,Entire home/apt,1149.0,2,73,0.59,25,362,6,0
3057573,4455952,Miguel Hidalgo,19.42993,-99.19266,Entire home/apt,1842.0,3,372,2.74,8,236,45,1
3157656,2872228,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1225.0,2,119,0.91,15,207,38,0
3183133,15219834,Miguel Hidalgo,19.40303,-99.24273,Entire home/apt,1012.0,2,70,0.58,25,359,15,0
3204960,16239923,Cuauhtémoc,19.40561382443991,-99.16012365370987,Entire home/apt,855.0,3,41,1.12,1,343,14,1
3240086,13894824,Cuauhtémoc,19.4336,-99.14472,Entire home/apt,1008.0,3,73,0.6,5,337,6,0
3242026,12682760,Miguel Hidalgo,19.45688,-99.21323,Entire home/apt,1092.0,14,75,0.68,1,269,0,0
3293072,16636749,Cuauhtémoc,19.43488,-99.15107,Entire home/apt,1762.0,3,154,1.18,4,179,18,1
3293497,16639078,Cuauhtémoc,19.4061,-99.16957,Entire home/apt,823.0,3,118,0.93,1,60,18,0
3386326,5286231,Benito Juárez,19.39129,-99.17395,Entire home/apt,1539.0,3,46,0.46,1,58,0,0
3458354,17429596,Cuajimalpa de Morelos,19.36905,-99.29672,Entire home/apt,1071.0,2,7,0.05,2,179,0,0
3479520,17527001,Coyoacán,19.35263,-99.16245,Entire home/apt,586.0,4,28,0.21,5,90,10,0
3536304,18260491,Álvaro Obregón,19.35058,-99.19749,Private room,787.0,1,15,0.15,3,364,0,0
3577110,18015070,Cuauhtémoc,19.41232,-99.16073,Entire home/apt,703.0,4,245,1.8,14,60,26,1
3586379,16642623,Cuauhtémoc,19.40702,-99.16002,Entire home/apt,900.0,30,21,0.23,2,300,0,0
3595167,18112590,Cuauhtémoc,19.43139,-99.1703,Entire home/apt,348.0,1,394,3.85,1,313,64,1
3602334,18149939,Miguel Hidalgo,19.43293,-99.21078,Entire home/apt,912.0,7,35,0.27,1,238,0,0
3624106,18259367,Miguel Hidalgo,19.41239,-99.18398,Private room,774.0,1,29,0.22,4,365,3,0
3635953,18334496,Miguel Hidalgo,19.43215,-99.18851,Entire home/apt,1815.0,1,660,4.85,5,259,31,1
3645689,17429596,Cuajimalpa de Morelos,19.36898,-99.29595,Private room,845.0,3,1,0.01,2,358,0,0
3685560,18744018,Miguel Hidalgo,19.44358,-99.21206,Private room,2289.0,2,0,0.0,1,173,0,0
3688757,16700013,Cuauhtémoc,19.41441,-99.16323,Entire home/apt,1944.0,4,436,3.25,1,286,43,1
3756112,11736749,Miguel Hidalgo,19.42867,-99.17647,Private room,680.0,21,127,0.96,4,284,2,0
3761074,19236406,Tlalpan,19.29005,-99.13694,Private room,328.0,30,0,0.0,1,365,0,0
3767434,18242899,Benito Juárez,19.37762,-99.15932,Entire home/apt,810.0,4,85,0.63,5,35,5,0
3835975,19712702,Cuauhtémoc,19.4202,-99.16906,Entire home/apt,3360.0,5,200,1.68,2,236,28,1
3843651,19464589,Cuajimalpa de Morelos,19.35984,-99.27943,Entire home/apt,2974.0,1,133,1.02,4,88,6,1
3848018,2653797,Cuauhtémoc,19.41397,-99.17491,Private room,405.0,3,24,0.2,4,157,2,0
3898193,12389380,Cuauhtémoc,19.43815,-99.13644,Entire home/apt,1108.0,3,42,0.32,4,346,3,0
3904158,6790709,Cuauhtémoc,19.42965507507324,-99.14724731445312,Entire home/apt,863.0,3,100,0.76,1,338,0,0
3916192,6522855,Cuauhtémoc,19.420214,-99.169487,Entire home/apt,2721.0,1,509,3.77,4,290,31,1
3916297,4028100,Cuauhtémoc,19.41321,-99.15943,Entire home/apt,823.0,3,123,0.92,3,239,9,0
3944872,20442452,Cuauhtémoc,19.41961,-99.16729,Entire home/apt,1323.0,3,85,0.64,1,61,11,0
3945795,19712702,Cuauhtémoc,19.430999,-99.151703,Private room,724.0,30,14,0.11,2,62,2,0
3947107,20456562,Tlalpan,19.29362,-99.16224,Private room,240.0,1,33,0.25,4,330,1,0
4013766,5755202,Miguel Hidalgo,19.4374,-99.19049,Entire home/apt,1798.0,3,181,1.39,39,77,0,1
4015726,2872228,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1239.0,2,88,0.66,15,201,40,0
4032302,20905627,Cuauhtémoc,19.40456,-99.16308,Entire home/apt,693.0,3,157,1.19,1,150,6,1
4062881,18260491,Álvaro Obregón,19.35059,-99.1978,Private room,494.0,1,77,0.61,3,363,16,0
4073755,20264437,Miguel Hidalgo,19.437281,-99.212929,Entire home/apt,3075.0,2,247,1.84,1,290,66,1
4074709,19810723,Cuauhtémoc,19.41896,-99.15508,Entire home/apt,1117.0,3,187,1.4,1,27,21,0
4084998,21188069,Cuauhtémoc,19.40696,-99.16899,Entire home/apt,1480.0,2,4,0.36,1,89,4,0
4097894,2925853,Coyoacán,19.35291,-99.16764,Private room,792.0,2,261,2.19,2,326,27,1
4103618,18015070,Cuauhtémoc,19.41411,-99.16284,Entire home/apt,717.0,4,176,1.32,14,67,16,1
4103828,17222905,Álvaro Obregón,19.34282,-99.2013,Entire home/apt,1162.0,2,2,0.19,1,363,2,0
4112266,21336433,Tlalpan,19.28849,-99.13014,Entire home/apt,660.0,3,1,0.01,2,83,0,0
4118496,15219834,Miguel Hidalgo,19.43792,-99.19647,Entire home/apt,1989.0,2,105,0.78,25,11,36,0
4133239,21822760,Cuauhtémoc,19.43326,-99.16806,Entire home/apt,1103.0,10,66,0.61,1,150,9,0
4197547,2337914,Cuauhtémoc,19.4273,-99.16889,Entire home/apt,1800.0,2,11,0.09,7,328,0,0
4234262,21970685,Cuauhtémoc,19.41104,-99.17168,Entire home/apt,787.0,3,521,3.91,3,229,40,1
4263660,9147711,Cuauhtémoc,19.427446469054026,-99.13609032484908,Private room,551.0,1,484,3.64,1,358,19,1
4269477,22164738,Benito Juárez,19.36306,-99.16338,Private room,769.0,4,1,0.01,2,334,0,0
4276768,21975550,Tlalpan,19.30177,-99.12838,Private room,817.0,1,33,0.31,1,365,3,0
4278958,5755202,Miguel Hidalgo,19.4366,-99.19059,Entire home/apt,2180.0,3,113,0.9,39,79,8,0
4295076,22296267,Cuauhtémoc,19.4135956,-99.1671362,Private room,616.0,2,42,5.58,1,240,42,1
4330122,22482638,Tlalpan,19.28901,-99.14271,Private room,630.0,1,70,0.54,2,353,2,0
4390555,3921562,Benito Juárez,19.39628,-99.15343,Private room,368.0,3,4,0.04,1,364,0,0
4421504,22931264,Cuauhtémoc,19.41624,-99.15748,Entire home/apt,1797.0,2,220,1.91,6,327,21,1
4457362,17468617,Coyoacán,19.335982165534283,-99.12379880851051,Entire home/apt,2667.0,2,28,0.22,14,336,3,0
4474437,84013745,Cuauhtémoc,19.41035,-99.17145,Entire home/apt,2004.0,4,48,1.21,1,267,14,1
4489287,23287902,Benito Juárez,19.37819,-99.16773,Entire home/apt,1469.0,3,23,0.22,1,81,5,0
4492814,20629876,Miguel Hidalgo,19.42489,-99.17724,Entire home/apt,1982.0,4,21,0.17,1,28,0,0
4509191,19411159,Cuauhtémoc,19.40338,-99.16555,Private room,482.0,2,1,0.03,3,89,0,0
4550512,10993719,Coyoacán,19.34994044646629,-99.16570888980472,Private room,1438.0,2,76,0.58,1,89,0,0
4581152,15219834,Miguel Hidalgo,19.4053,-99.24144,Entire home/apt,1152.0,2,134,1.05,25,325,0,1
4642549,24017549,Coyoacán,19.34601,-99.16372,Private room,4788.0,1,165,1.25,5,260,0,1
4680214,24202153,Cuauhtémoc,19.44289,-99.16281,Private room,341.0,1,3,0.12,1,360,1,0
4709767,23437891,Cuauhtémoc,19.40534782409668,-99.16400146484376,Entire home/apt,1674.0,5,182,1.39,2,236,16,1
4776914,17527001,Coyoacán,19.35028,-99.17637,Entire home/apt,1190.0,5,87,0.67,5,286,12,0
4796638,24075302,Miguel Hidalgo,19.4407,-99.20636,Entire home/apt,1100.0,5,81,0.63,1,270,0,0
4814757,12389380,Cuauhtémoc,19.43815,-99.13644,Entire home/apt,2527.0,3,62,0.49,4,274,6,0
4832713,24877480,Álvaro Obregón,19.35098,-99.18427,Private room,662.0,3,1,0.01,3,295,0,0
4833571,17796480,Cuauhtémoc,19.40707,-99.17086,Private room,700.0,1,18,0.14,1,362,0,0
4835517,24877480,Álvaro Obregón,19.35285,-99.18361,Private room,1275.0,1,16,0.15,3,365,0,0
4835724,24877480,Álvaro Obregón,19.3534,-99.18188,Private room,654.0,2,3,0.03,3,365,0,0
4856659,24984324,Coyoacán,19.35445,-99.15053,Private room,1150.0,2,82,0.63,1,365,0,0
4895630,25193900,Coyoacán,19.34794,-99.15955,Entire home/apt,2243.0,3,160,1.67,1,287,28,1
4916861,17493758,Cuauhtémoc,19.43638,-99.16074,Entire home/apt,863.0,1,364,3.25,2,266,33,1
4920692,18015070,Cuauhtémoc,19.41253,-99.16283,Entire home/apt,599.0,4,271,2.08,14,70,17,1
4942075,23451355,Cuauhtémoc,19.42471,-99.15656,Private room,275.0,6,15,0.27,20,1,3,0
4955354,816295,Benito Juárez,19.39691,-99.17704,Private room,324.0,4,83,0.66,2,329,14,0
4975402,12389380,Cuauhtémoc,19.43815,-99.13644,Entire home/apt,1110.0,3,65,0.51,4,346,1,0
4983049,3983265,Cuauhtémoc,19.42216,-99.16518,Entire home/apt,839.0,4,106,0.81,1,295,6,0
5007117,4266310,Miguel Hidalgo,19.43243,-99.20933,Entire home/apt,5509.0,365,0,0.0,1,365,0,0
5021538,25909554,Coyoacán,19.33708,-99.18262,Entire home/apt,600.0,7,15,0.37,1,177,5,0
5040062,16395236,Coyoacán,19.34342,-99.1818,Entire home/apt,2079.0,2,29,0.23,2,254,0,0
5055869,2906174,Cuauhtémoc,19.40708,-99.17031,Entire home/apt,1615.0,2,89,0.71,1,239,10,0
5061093,24601315,Benito Juárez,19.39184,-99.17684,Entire home/apt,1013.0,2,541,4.19,4,306,67,1
5065732,8905097,Cuauhtémoc,19.41396277474232,-99.17600391134856,Entire home/apt,3138.0,2,337,2.6,20,359,29,1
5171464,12216741,Cuauhtémoc,19.428986,-99.134689,Entire home/apt,902.0,1,374,2.91,18,337,17,1
5173777,5870021,Coyoacán,19.35473,-99.16258,Private room,1080.0,2,71,0.55,5,265,0,0
5182369,26804107,Cuauhtémoc,19.42012,-99.17086,Entire home/apt,1289.0,3,272,2.28,3,346,22,1
5183863,15219834,Miguel Hidalgo,19.42594,-99.22524,Entire home/apt,1521.0,2,79,0.61,25,73,21,0
5185444,1326107,Cuauhtémoc,19.4128,-99.15512,Entire home/apt,699.0,6,28,0.46,1,203,7,0
5191149,25026925,Cuauhtémoc,19.418174119668592,-99.16532101458432,Entire home/apt,1085.0,2,82,0.64,1,236,14,0
5193446,26125442,Benito Juárez,19.39388656616211,-99.1675033569336,Entire home/apt,1260.0,1,16,0.13,1,331,0,0
5193870,15219834,Miguel Hidalgo,19.42404,-99.2254,Entire home/apt,1236.0,2,73,0.57,25,289,12,0
5212275,26958461,Miguel Hidalgo,19.45349,-99.18398,Entire home/apt,1396.0,5,11,0.09,1,173,0,0
5212601,26966314,Cuauhtémoc,19.40573,-99.1709,Entire home/apt,1763.0,2,272,2.1,1,233,22,1
5219711,27005929,Benito Juárez,19.39552,-99.16388,Entire home/apt,762.0,3,12,0.11,1,328,1,0
5229072,27058146,Coyoacán,19.345931078950983,-99.16106390022895,Private room,559.0,1,89,0.69,3,365,4,0
5272690,12216741,Cuauhtémoc,19.428986,-99.134689,Entire home/apt,865.0,1,378,2.94,18,355,19,1
5276417,12216741,Cuauhtémoc,19.428986,-99.134689,Entire home/apt,902.0,1,297,2.31,18,348,17,1
5287695,17630122,Cuauhtémoc,19.42876,-99.13445,Private room,900.0,2,407,3.17,5,281,19,1
5289079,25107399,Cuauhtémoc,19.41156,-99.15786,Private room,357.0,2,31,0.25,1,74,0,0
5298333,27058146,Coyoacán,19.34447,-99.16063,Private room,5619.0,1,137,1.12,3,365,7,1
5304932,5755202,Venustiano Carranza,19.41731,-99.1196,Entire home/apt,781.0,3,132,1.03,39,76,4,1
5361263,11345577,Miguel Hidalgo,19.43801,-99.19121,Entire home/apt,1108.0,3,45,0.35,1,250,5,0
